4481091,Candidatus Aquiluna,Candidatus Aquiluna rubra
4323672,Candidatus Aquiluna,Candidatus Aquiluna rubra
154111,Candidatus Aquiluna,Candidatus Aquiluna rubra
577570,Candidatus Aquiluna,Candidatus Aquiluna rubra
252436,Candidatus Aquiluna,Candidatus Aquiluna rubra
588389,Candidatus Aquiluna,Candidatus Aquiluna rubra
4338085,Candidatus Phytoplasma,Candidatus Phytoplasma witches-broom
260301,Candidatus Phytoplasma,Candidatus Phytoplasma witches-broom
748601,Candidatus Nitrososphaera,Candidatus Nitrososphaera gargensis
546313,Candidatus Nitrososphaera,Candidatus Nitrososphaera gargensis
566601,Candidatus Nitrososphaera,Candidatus Nitrososphaera gargensis
736161,Candidatus Nitrososphaera,Candidatus Nitrososphaera gargensis
25922,Candidatus Regiella,Candidatus Regiella insecticola
15582,Candidatus Phytoplasma,Candidatus Phytoplasma witches-broom
313830,Candidatus Glomeribacter,Candidatus Glomeribacter gigasporarum
4336443,Candidatus Aquiluna,Candidatus Aquiluna rubra
2477947,Candidatus Aquiluna,Candidatus Aquiluna rubra
1126399,Candidatus Aquiluna,Candidatus Aquiluna rubra
4343825,Candidatus Aquiluna,Candidatus Aquiluna rubra
587920,Candidatus Aquiluna,Candidatus Aquiluna rubra
140422,Candidatus Aquiluna,Candidatus Aquiluna rubra
140011,Candidatus Aquiluna,Candidatus Aquiluna rubra
140129,Candidatus Aquiluna,Candidatus Aquiluna rubra
4304010,Candidatus Aquiluna,Candidatus Aquiluna rubra
4410925,Candidatus Aquiluna,Candidatus Aquiluna rubra
95198,Candidatus Aquiluna,Candidatus Aquiluna rubra
96596,Candidatus Aquiluna,Candidatus Aquiluna rubra
4303051,Candidatus Aquiluna,Candidatus Aquiluna rubra
4324440,Candidatus Aquiluna,Candidatus Aquiluna rubra
4324448,Candidatus Aquiluna,Candidatus Aquiluna rubra
4309035,Candidatus Aquiluna,Candidatus Aquiluna rubra
4309042,Candidatus Aquiluna,Candidatus Aquiluna rubra
4353552,Candidatus Aquiluna,Candidatus Aquiluna rubra
4362884,Candidatus Aquiluna,Candidatus Aquiluna rubra
4474276,Candidatus Aquiluna,Candidatus Aquiluna rubra
4305123,Candidatus Aquiluna,Candidatus Aquiluna rubra
4461237,Candidatus Aquiluna,Candidatus Aquiluna rubra
4304965,Candidatus Aquiluna,Candidatus Aquiluna rubra
4299384,Candidatus Aquiluna,Candidatus Aquiluna rubra
4299386,Candidatus Aquiluna,Candidatus Aquiluna rubra
4426902,Candidatus Aquiluna,Candidatus Aquiluna rubra
4475262,Candidatus Aquiluna,Candidatus Aquiluna rubra
4388380,Candidatus Aquiluna,Candidatus Aquiluna rubra
4348204,Candidatus Aquiluna,Candidatus Aquiluna rubra
4348852,Candidatus Aquiluna,Candidatus Aquiluna rubra
4450288,Candidatus Aquiluna,Candidatus Aquiluna rubra
4320879,Candidatus Aquiluna,Candidatus Aquiluna rubra
4320874,Candidatus Aquiluna,Candidatus Aquiluna rubra
4320875,Candidatus Aquiluna,Candidatus Aquiluna rubra
4320876,Candidatus Aquiluna,Candidatus Aquiluna rubra
4309877,Candidatus Aquiluna,Candidatus Aquiluna rubra
4309878,Candidatus Aquiluna,Candidatus Aquiluna rubra
4309882,Candidatus Aquiluna,Candidatus Aquiluna rubra
4456038,Candidatus Aquiluna,Candidatus Aquiluna rubra
4418237,Candidatus Aquiluna,Candidatus Aquiluna rubra
4416457,Candidatus Aquiluna,Candidatus Aquiluna rubra
4384686,Candidatus Aquiluna,Candidatus Aquiluna rubra
4346381,Candidatus Aquiluna,Candidatus Aquiluna rubra
4306276,Candidatus Aquiluna,Candidatus Aquiluna rubra
4346379,Candidatus Aquiluna,Candidatus Aquiluna rubra
4359278,Candidatus Aquiluna,Candidatus Aquiluna rubra
4359276,Candidatus Aquiluna,Candidatus Aquiluna rubra
4322730,Candidatus Aquiluna,Candidatus Aquiluna rubra
4322729,Candidatus Aquiluna,Candidatus Aquiluna rubra
4436831,Candidatus Aquiluna,Candidatus Aquiluna rubra
4317262,Candidatus Aquiluna,Candidatus Aquiluna rubra
4317255,Candidatus Aquiluna,Candidatus Aquiluna rubra
4416456,Candidatus Aquiluna,Candidatus Aquiluna rubra
4384684,Candidatus Aquiluna,Candidatus Aquiluna rubra
