Pectobacterium	cacticidum		49:1	orthographically incorrect name	Hauben et al. 1999		1, p		784603	784602
Pelotomaculum	isophthalicum		56:2026*	orthographically incorrect name	Qiu et al. 2006		1		785514	785477
Pelotomaculum	terephthalicum		56:2026*	orthographically incorrect name	Qiu et al. 2006		1		785513	785511
Prevotella	oulora		40:207*	orthographically incorrect name	(Shah et al. 1985) Shah and Collins 1990		1		784679	784680
Propionibacterium	propionicus		38:354*	orthographically incorrect name	(Buchanan and Pine 1962) Charfreitag et al. 1988		2		784696	794764
Pseudomonas	straminae		30:354 (AL)	orthographically incorrect name	Iizuka and Komagata 1963		1		784737	780133
Ralstonia	mannitolytica		51:556*	orthographically incorrect name	De Baere et al. 2001		2		784755	780316
Ruegeria	gelatinovora		49:2	orthographically incorrect name	(ex Ahrens 1968) Uchino et al. 1999		1		784831	782446
Saccharothrix	aerocolonigenes	staurosporeus	46:1189	orthographically incorrect name	Takahashi et al. 1996	nom. corrig. IJSB 48:1073*	1		784844	777489
Salipiger	mucescens		54:1739*	orthographically incorrect name	Martínez-Cánovas et al. 2004	The specific epithet <I>mucescens</I> has been corrected to <I>mucosus</I> in the Notification List (IJSEM 55, 3-5 (2005)).	1		780741	780742
Sinorhizobium	xinjiangensis		38:392*	orthographically incorrect name	Chen et al. 1988	nom. corrig. IJSB 48:1073*	1		784911	775921
Sphingobacterium	antarcticus		42:105*	orthographically incorrect name	Shivaji et al. 1992	nom. corrig. IJSB 48:1073*	1		784914	791641
Staphylococcus	capitis	ureolyticus	41:145*	orthographically incorrect name	Bannerman and Kloos 1991		1, +		784963	781173
Streptimonospora			51:362*	orthographically incorrect name	Cui et al. 2001				516685	516690
Streptimonospora	salina		51:362*	orthographically incorrect name	Cui et al. 2001		1		781289	781398
Streptococcus	difficile		45:197	orthographically incorrect name	Eldar et al. 1995	nom. corrig. IJSB 48:1073*	2, ht		784979	781297
Streptomyces	kashmirensis		41:456	orthographically incorrect name	(Gupta and Chopra 1963) Witt and Stackebrandt 1991	misprinted in List No. 38 as <I>kashmirensis</I> (sic) (has never been formally corrected); synonymy: IJSEM 53:1528*	1		785005	781808
Streptomyces	morookaensis		41:456	orthographically incorrect name	(Locci and Schofield 1989) Witt and Stackebrandt 1991		1		785007	781865
Streptomyces	rhizosphaerius		51:1619	orthographically incorrect name	Sembiring et al. 2001		1		785013	781980
Streptomyces	viridoflavum		41:457	orthographically incorrect name	(Locci and Schofield 1989) Witt and Stackebrandt 1991	nom. corrig. IJSB 48:1073*	1		785019	781906
Streptoverticillium	olivoreticulum		30:410 (AL)	orthographically incorrect name	(Arai et al. 1957) Baldacci et al. 1966		1	ATCC 23943, IMET 43690	785024	781400
Sulfuriferula	plumbophilus		65:1507*	orthographically incorrect name	Watanabe et al. 2015			Gro7, NBRC 107929, DSM 6690	792816	794107
Tannerella	forsythensis		52:848*	orthographically incorrect name	(Tanner et al. 1986) Sakamoto et al. 2002	Maiden et al. (2003) propose to correct the specific epithet to 'forsythia' (Request for an Opinion)	2	ATCC 43037, FDC 338	785044	787491
Thermococcus	aegaeicus		50:2106*	orthographically incorrect name	Arab et al. 2000		1		785061	782550
Thermodesulforhabdus	norvegicus		46:625	orthographically incorrect name	Beeder et al. 1996		1		785065	782589
Thermus	profundus		45:197	orthographically incorrect name	Kobayashi et al. 1995	error in List No. 52, should read THERMOCOCCUS; correct entry in List No. 53 IJSB 45:418	1	DT 5432	785072	782568
